ra,dec,known_id,tile,label
209.82979,58.45489,non_dwarf_1298,219_297,0.0
209.83379,58.35385,non_dwarf_1295,219_297,0.0
209.82422,58.369823,non_dwarf_1296,219_297,0.0
219.05385,60.033882,non_dwarf_1301,219_300,0.0
218.9525,60.0867,1435485+600511,219_300,0.583333333333333
136.5845,36.4148,0906202+362453,220_253,0.333333333333333
136.77376,36.435734,non_dwarf_1303,220_253,0.0
136.69415,36.276695,non_dwarf_1302,220_253,0.0
136.5239,36.38567,non_dwarf_1304,220_253,0.0
183.01938,53.119114,1212046+530707,220_286,0.583333333333333
238.5126,62.436634,non_dwarf_1308,220_305,0.0
238.64706,62.312435,non_dwarf_1307,220_305,0.0
238.75117,62.44317,1555002+622636,220_305,0.583333333333333
246.7367,63.54739,1626569+633249,220_307,0.5
131.64471,33.016144,non_dwarf_1312,221_246,0.0
131.54073,33.024963,non_dwarf_1310,221_246,0.0
131.69386,32.952282,non_dwarf_1309,221_246,0.0
131.5555877685547,33.000022888183594,dw0846p3300,221_246,0.0
133.19789,33.79664,085247+334748,221_248,0.416666666666667
133.18361,33.86908,non_dwarf_1316,221_248,0.0
133.2002,33.90106,non_dwarf_1317,221_248,0.0
133.09573,33.812733,non_dwarf_1313,221_248,0.0
133.31818,33.817005,non_dwarf_1314,221_248,0.0
183.48557,53.10033,non_dwarf_1320,221_286,0.0
183.28993,53.114677,non_dwarf_1321,221_286,0.0
183.27028,53.105625,121304+530620,221_286,1.0
235.38683,61.987766,1541327+615916,221_304,1.0
133.36179,33.305145,0853268+331819,222_247,1.0
133.40146,33.424694,non_dwarf_1326,222_247,0.0
133.0767,33.29158,non_dwarf_1325,222_247,0.0
133.21309,33.462013,non_dwarf_1324,222_247,0.0
153.06572,43.50333,non_dwarf_1331,222_267,0.0
152.97011,43.408417,MATLAS-639,222_267,0.791666666666667
182.08531,52.612106,non_dwarf_1334,222_285,0.0
182.19235,52.562748,1208466+523345,222_285,1.0
209.51573,58.107365,1358037+580627,222_296,1.0
249.13483,63.545277,1636323+633243,222_307,0.541666666666667
248.8808,63.49401,non_dwarf_1337,222_307,0.0
268.02072,65.29203,1752049+651731,222_311,0.708333333333333
267.74713,65.32809,non_dwarf_1339,222_311,0.0
132.21773,32.47878,non_dwarf_1343,223_245,0.0
132.16641,32.44463,dw0848p3226,223_245,0.0416666666666667
132.66234,33.16778,0850389+331004,223_246,0.833333333333333
133.06769,33.016293,non_dwarf_1348,223_246,0.0
133.19893,32.828682,0852477+324944,223_246,0.958333333333333
133.11517,33.03226,non_dwarf_1345,223_246,0.0
133.12057,33.02399,non_dwarf_1349,223_246,0.0
133.16505,32.753677,non_dwarf_1347,223_246,0.0
133.79228,33.48534,non_dwarf_1353,223_247,0.0
133.79324,33.615646,0855104+333656,223_247,1.0
133.84593,33.556778,085522+333324,223_247,0.708333333333333
133.58524,33.249477,0854205+331458,223_247,0.416666666666667
133.7371,33.244724,non_dwarf_1352,223_247,0.0
168.56432,48.32614,111415+481934,223_277,0.666666666666667
168.07549,48.38128,111218+482252,223_277,0.25
167.96547,48.366177,non_dwarf_1363,223_277,0.0
167.9919,48.423717,non_dwarf_1358,223_277,0.0
167.9833,48.325726,non_dwarf_1360,223_277,0.0
168.43922,48.40154,111345+482405,223_277,0.875
167.99022,48.411106,non_dwarf_1361,223_277,0.0
191.7066,54.68227,non_dwarf_1365,223_289,0.0
191.63695,54.554516,1246329+543317,223_289,1.0
133.82414,33.125168,non_dwarf_1366,224_246,0.0
133.66614,33.246323,non_dwarf_1369,224_246,0.0
148.63103,41.035362,0954316+410207,224_262,0.75
148.71626,41.0515,non_dwarf_1374,224_262,0.0
148.68414,40.936615,non_dwarf_1375,224_262,0.0
153.3474,42.935352,non_dwarf_1376,224_266,0.0
153.17834,42.992588,MATLAS-643,224_266,0.958333333333333
153.12767,42.96847,non_dwarf_1379,224_266,0.0
152.9923,43.1519,non_dwarf_1378,224_266,0.0
152.98067,43.214127,MATLAS-640,224_266,0.833333333333333
153.24934,43.09,non_dwarf_1380,224_266,0.0
158.29178,45.06876,non_dwarf_1387,224_270,0.0
158.2649,44.97412,1033036+445828,224_270,0.75
158.62215,45.1262,1034292+450735,224_270,0.666666666666667
158.57034,45.19288,non_dwarf_1389,224_270,0.0
158.64256,45.151997,non_dwarf_1385,224_270,0.0
203.35353,56.49886,1333258+563002,224_293,0.916666666666667
203.2418,56.582172,non_dwarf_1391,224_293,0.0
203.12346,56.435383,non_dwarf_1394,224_293,0.0
203.27176,56.489414,non_dwarf_1390,224_293,0.0
203.28008,56.395374,non_dwarf_1393,224_293,0.0
275.22144,65.76084,1820532+654539,224_312,0.5
137.20631,34.754623,non_dwarf_1395,225_250,0.0
137.15166,34.771915,0908363+344619,225_250,1.0
137.927,35.30831,0911425+351830,225_251,0.958333333333333
137.95824,35.54245,0911500+353233,225_251,0.958333333333333
138.2417,35.68227,non_dwarf_1407,225_251,0.0
138.32153,35.54941,MATLAS-482,225_251,1.0
138.34027,35.52013,non_dwarf_1405,225_251,0.0
138.1394,35.289528,non_dwarf_1402,225_251,0.0
138.05516,35.261375,non_dwarf_1401,225_251,0.0
137.91255,35.56046,non_dwarf_1406,225_251,0.0
153.76576,43.009693,MATLAS-653,225_266,0.916666666666667
153.68976,43.123806,non_dwarf_1409,225_266,0.0
153.89816,42.94544,non_dwarf_1408,225_266,0.0
158.80289,45.033752,1035126+450202,225_270,0.833333333333333
158.8427,45.088264,non_dwarf_1416,225_270,0.0
158.86389,45.025394,non_dwarf_1417,225_270,0.0
158.80315,45.017914,non_dwarf_1414,225_270,0.0
158.73479,45.13303,non_dwarf_1413,225_270,0.0
158.89046,45.049366,non_dwarf_1415,225_270,0.0
168.22116,48.059605,111253+480334,225_276,0.958333333333333
266.1625,65.18371,1744391+651102,225_310,0.708333333333333
266.00598,65.13009,non_dwarf_1420,225_310,0.0
271.79144,65.705025,1807100+654220,225_311,0.541666666666667
271.49387,65.6301,non_dwarf_1422,225_311,0.0
271.80444,65.6511,non_dwarf_1425,225_311,0.0
271.66595,65.696465,non_dwarf_1424,225_311,0.0
271.90768,65.57114,non_dwarf_1423,225_311,0.0
138.10765,34.863564,MATLAS-471,226_250,1.0
137.7632,35.216248,MATLAS-466,226_250,1.0
138.1388,35.19203,MATLAS-473,226_250,0.75
138.21986,35.18695,0912528+351112,226_250,0.25
138.19826,35.159275,MATLAS-476,226_250,1.0
137.65999,35.256756,non_dwarf_1433,226_250,0.0
138.16907,35.00283,non_dwarf_1426,226_250,0.0
137.9681,35.166157,non_dwarf_1427,226_250,0.0
137.98105,34.883175,non_dwarf_1429,226_250,0.0
138.16676,35.15679,non_dwarf_1431,226_250,0.0
138.60347,35.433506,MATLAS-487,226_251,0.916666666666667
138.58888,35.341175,non_dwarf_1436,226_251,0.0
138.63939,35.368702,non_dwarf_1437,226_251,0.0
138.74538,35.403477,non_dwarf_1438,226_251,0.0
138.51431,35.444626,non_dwarf_1439,226_251,0.0
159.672,44.846542,non_dwarf_1441,226_270,0.0
159.5552,44.83705,1038133+445013,226_270,0.958333333333333
192.10898,54.238262,1248260+541416,226_288,0.458333333333333
210.02235,57.688667,140005+574119,226_295,1.0
209.89537,57.46414,non_dwarf_1447,226_295,0.0
210.1873,57.571987,non_dwarf_1449,226_295,0.0
210.3927,57.613827,non_dwarf_1450,226_295,0.0
219.36128,58.79793,non_dwarf_1451,226_298,0.0
219.01779,58.80208,non_dwarf_1452,226_298,0.0
219.1663,58.966133,non_dwarf_1454,226_298,0.0
219.09128,58.769936,1436216+584612,226_298,0.375
237.19257,61.73197,non_dwarf_1458,226_303,0.0
236.55994,61.65322,non_dwarf_1457,226_303,0.0
236.91295,61.7351,1547391+614407,226_303,0.875
237.1236,61.63045,non_dwarf_1455,226_303,0.0
237.10944,61.649406,non_dwarf_1456,226_303,0.0
134.10832,31.917152,0856259+315502,227_244,1.0
133.92073,31.818556,non_dwarf_1459,227_244,0.0
134.02312,32.084766,non_dwarf_1462,227_244,0.0
137.60735,34.498158,MATLAS-462,227_249,1.0
137.68694,34.566532,MATLAS-464,227_249,0.833333333333333
137.56079,34.500378,non_dwarf_1463,227_249,0.0
137.63849,34.53947,non_dwarf_1464,227_249,0.0
137.58376,34.54373,non_dwarf_1465,227_249,0.0
137.72766,34.557224,non_dwarf_1466,227_249,0.0
138.5296,35.107857,non_dwarf_1472,227_250,0.0
138.26424,34.971066,non_dwarf_1468,227_250,0.0
138.42781,35.145363,non_dwarf_1473,227_250,0.0
138.68582,35.169285,non_dwarf_1474,227_250,0.0
138.6418,35.203663,MATLAS-489,227_250,0.541666666666667
138.29208,35.047714,0913100+350252,227_250,1.0
138.40666,35.18286,non_dwarf_1478,227_250,0.0
138.44614,35.190838,MATLAS-484,227_250,1.0
138.48505,34.834766,MATLAS-485,227_250,0.791666666666667
138.68428,35.175884,non_dwarf_1475,227_250,0.0
138.72643,35.180054,non_dwarf_1476,227_250,0.0
139.54086,35.508827,0918098+353031,227_251,0.791666666666667
139.43864,35.602936,non_dwarf_1481,227_251,0.0
139.4652,35.416233,non_dwarf_1479,227_251,0.0
156.48058,43.708862,1025553+434232,227_267,0.625
156.51193,43.727463,non_dwarf_1483,227_267,0.0
156.6863,43.728695,non_dwarf_1484,227_267,0.0
195.28741,54.370464,1301091+542213,227_289,0.791666666666667
214.24648,57.911137,1416592+575441,227_296,0.875
214.20341,57.79823,non_dwarf_1488,227_296,0.0
214.23817,57.935875,non_dwarf_1487,227_296,0.0
138.5959,34.72214,MATLAS-486,228_249,0.75
138.62157,34.65849,091429+343930,228_249,1.0
138.04277,34.7016,MATLAS-470,228_249,1.0
138.09195,34.586895,non_dwarf_1491,228_249,0.0
138.04817,34.60145,non_dwarf_1492,228_249,0.0
138.58913,34.74226,non_dwarf_1494,228_249,0.0
138.53363,34.676575,non_dwarf_1490,228_249,0.0
138.17107,34.74586,MATLAS-474,228_249,0.333333333333333
138.57845,34.634995,091418+343806,228_249,0.833333333333333
138.47095,34.611954,non_dwarf_1493,228_249,0.0
142.68307,37.034676,0930440+370206,228_254,0.666666666666667
142.63968,37.13272,non_dwarf_1499,228_254,0.0
142.6133,37.002186,non_dwarf_1497,228_254,0.0
142.5805,37.127716,non_dwarf_1498,228_254,0.0
168.76198,47.34941,111502+472057,228_275,1.0
168.85588,47.306244,non_dwarf_1500,228_275,0.0
255.57585,63.51317,1702181+633047,228_307,0.0416666666666667
157.51414,43.37075,1030034+432215,229_267,1.0
181.74937,51.154064,1206598+510915,229_282,0.625
192.75734,53.72944,1251018+534345,229_287,0.0416666666666667
201.79984,55.51412,1327122+553047,229_291,0.958333333333333
207.31206,56.59267,1349150+563533,229_293,0.708333333333333
139.56795,34.39495,0918163+342342,230_249,1.0
142.18439,36.016567,0928443+360101,230_252,0.75
180.70381,50.417854,1202489+502505,230_281,0.416666666666667
137.0584,32.401703,0908140+322406,231_245,0.916666666666667
139.54791,34.16667,0918114+341000,231_248,0.708333333333333
139.91086,34.35789,091938+342128,231_249,0.958333333333333
140.85255,34.788048,MATLAS-510,231_250,1.0
140.69777,34.83527,MATLAS-505,231_250,1.0
140.73337,34.76569,MATLAS-506,231_250,0.958333333333333
159.2636,43.497158,1037033+432950,231_267,0.875
167.52904,46.502274,1110070+463010,231_273,0.666666666666667
169.46738,47.014694,1117521+470053,231_274,0.291666666666667
181.70692,50.537827,1206496+503215,231_281,0.875
183.67491,50.847267,1214419+505050,231_282,0.208333333333333
196.26093,53.74396,1305026+534438,231_288,0.541666666666667
212.17204,56.92697,1408411+565536,231_294,1.0
218.10477,58.007874,143225+580028,231_296,0.958333333333333
221.50468,58.5683,1446012+583406,231_297,1.0
254.85448,62.98179,non_dwarf_5,231_306,0.0
254.85447692871094,62.981788635253906,1659255+625858,231_306,0.0
139.39539,33.468796,0917348+332808,232_247,0.5
140.66496,34.30236,0922395+341809,232_249,0.791666666666667
141.02188,34.646526,092405+343847,232_249,0.916666666666667
141.01006,34.662216,092402+343943,232_249,0.958333333333333
140.67024,34.696453,MATLAS-504,232_249,0.875
140.55037,34.457638,0922123+342728,232_249,0.541666666666667
140.57718,34.501602,MATLAS-502,232_249,0.5
141.41568,34.887943,092539+345314,232_250,0.0416666666666667
161.41545,43.962154,1045398+435744,232_268,0.5
182.39307,50.432823,120934+502559,232_281,1.0
213.24287,56.925186,1412582+565531,232_294,0.791666666666667
139.94695,33.599773,0919472+333600,233_247,0.75
139.94356,33.490078,0919464+332924,233_247,0.958333333333333
140.78943,34.179607,MATLAS-508,233_248,0.583333333333333
141.07114,34.690475,MATLAS-517,233_249,0.958333333333333
141.10652,34.547256,MATLAS-521,233_249,1.0
141.35413,34.39881,0925250+342358,233_249,0.958333333333333
141.31296,34.27791,MATLAS-523,233_249,0.958333333333333
141.377,34.57199,MATLAS-525,233_249,0.875
154.59247,41.166004,1018222+410958,233_262,1.0
162.0787,43.88882,1048189+435320,233_268,0.75
181.44576,50.21658,1205470+501300,233_280,0.916666666666667
182.84467,50.26947,121122+501610,233_281,0.916666666666667
182.8949,50.436844,1211348+502613,233_281,1.0
244.18853759765625,61.408138275146484,1616453+612429,233_303,0.0
252.72336,62.666866,1650540+624002,233_305,0.125
252.69035,62.611023,1650452+623638,233_305,0.0416666666666667
140.22618,33.60536,0920543+333619,234_247,1.0
140.2184,33.73399,0920524+334402,234_247,0.833333333333333
141.0094,34.16541,MATLAS-513,234_248,0.875
164.35811,44.359158,1057258+442134,234_269,0.5
183.71153,50.70703,121450+504225,234_281,0.958333333333333
212.42519,56.54219,140942+563231,234_293,1.0
233.74704,59.949932,1534593+595700,234_300,1.0
253.87508,62.4473,1655302+622648,234_305,0.125
139.9234,33.03272,091941+330158,235_246,0.166666666666667
140.00616,33.17376,092001+331025,235_246,0.958333333333333
141.50879,34.03233,MATLAS-528,235_248,0.958333333333333
141.48442,34.09356,MATLAS-527,235_248,0.583333333333333
153.06534,40.048462,1012156+400254,235_260,0.625
181.14708,49.5402,120435+493224,235_279,1.0
215.83755,57.23152,142320+571353,235_294,1.0
215.5329,57.12789,1422080+570740,235_294,0.875
216.07834,57.127342,MATLAS-1868,235_294,0.291666666666667
235.27754,59.869785,154106+595211,235_300,0.958333333333333
254.4425048828125,62.52153015136719,1657461+623117,235_305,0.0
143.75545,34.92928,0935013+345546,236_250,0.791666666666667
148.73483,37.723373,0954564+374324,236_255,0.333333333333333
150.94023,38.40733,1003457+382427,236_257,0.25
169.66235,45.789406,111838+454721,236_272,1.0
179.60799,48.960373,1158259+485737,236_278,0.833333333333333
181.52455,49.42658,120605+492536,236_279,1.0
181.43887,49.64847,1205453+493855,236_279,0.416666666666667
181.52188,49.48036,1206052+492849,236_279,0.416666666666667
181.39186,49.283974,120534+491701,236_279,1.0
210.92044,55.9614,1403409+555741,236_292,1.0
216.44464,57.240025,MATLAS-1876,236_294,0.75
216.4475,57.154884,MATLAS-1877,236_294,1.0
216.4988,56.99674,1425597+565949,236_294,0.583333333333333
216.31792,56.93897,MATLAS-1874,236_294,1.0
216.94806,56.794003,MATLAS-1884,236_294,0.958333333333333
216.25531,56.98096,MATLAS-1872,236_294,1.0
251.68048,62.231773,1646433+621355,236_304,0.125
140.34825,32.66717,0921235+324001,237_245,0.875
140.33665,32.36569,0921207+322157,237_245,0.583333333333333
143.59820556640625,34.726104736328125,0934236+344334,237_249,0.0
152.73637,38.92549,1010567+385532,237_258,1.0
167.41192626953125,45.02408218383789,1109390+450126,237_270,0.0
194.26703,52.65628,1257038+523921,237_285,0.958333333333333
211.65761,55.838387,1406378+555018,237_292,1.0
214.40195,56.42501,1417364+562530,237_293,0.958333333333333
217.3438,57.234898,MATLAS-1887,237_294,0.5
217.82797,56.776775,1431187+564637,237_294,0.291666666666667
217.8124,56.98344,1431150+565900,237_294,0.666666666666667
217.31133,56.995274,MATLAS-1886,237_294,0.625
233.51515,59.457962,153403+592728,237_299,0.958333333333333
260.84384,62.786892,1723225+624713,237_306,0.75
143.5505828857422,34.00397872924805,0934121+340014,238_248,0.0
145.03076,35.035496,0940074+350205,238_250,0.375
151.21976,38.00153,1004526+380007,238_256,0.916666666666667
158.76117,41.602623,1035025+413612,238_263,0.583333333333333
188.93327,50.81853,1235440+504906,238_282,0.625
190.87805,51.30808,1243309+511832,238_283,0.5
199.7742,53.572407,1319058+533421,238_287,0.291666666666667
205.01456,54.310192,1340035+541838,238_289,0.916666666666667
210.14337,55.2549,MATLAS-1689,238_291,0.75
210.24234,55.567963,MATLAS-1690,238_291,0.833333333333333
209.80478,55.59386,MATLAS-1686,238_291,0.875
209.72093,55.281364,MATLAS-1683,238_291,0.333333333333333
213.0485,56.14244,1412116+560833,238_292,1.0
212.74888610839844,55.89126968383789,1410597+555328,238_292,0.0
234.48871,59.3954,153757+592343,238_299,1.0
234.54544,59.298058,153810+591751,238_299,1.0
234.61676,59.452095,153828+592707,238_299,1.0
150.86235,37.498684,1003268+372955,239_255,0.375
152.39308,38.47126,1009343+382817,239_257,0.75
181.93483,48.855846,1207441+485121,239_278,0.458333333333333
210.96912,55.59112,MATLAS-1701,239_291,0.916666666666667
210.58376,55.655003,1402200+553918,239_291,1.0
210.9402,55.665073,MATLAS-1699,239_291,1.0
210.90762,55.664482,MATLAS-1698,239_291,0.666666666666667
210.76651,55.708008,140304+554229,239_291,0.875
211.05402,55.726143,MATLAS-1703,239_291,0.75
210.9407,55.392876,MATLAS-1700,239_291,0.0416666666666667
211.1117706298828,55.62022018432617,[MVA2014] DF 5,239_291,0.0
216.92296,56.40247,MATLAS-1882,239_293,0.458333333333333
216.6799,56.431377,MATLAS-1881,239_293,0.875
216.9266,56.596,142742+563545,239_293,0.958333333333333
235.66138,59.51007,1542386+593036,239_299,0.208333333333333
250.53476,61.472015,1642083+612820,239_303,0.958333333333333
159.92448,41.610302,1039419+413638,240_263,1.0
166.7413,43.850193,1106580+435100,240_268,1.0
178.9965,48.19996,1155591+481200,240_276,0.708333333333333
185.06001,49.38084,1220144+492251,240_279,0.916666666666667
199.22314,53.0255,1316535+530132,240_286,0.583333333333333
208.85751,55.02504,1355264+550123,240_290,1.0
212.14072,55.447014,140833+552649,240_291,1.0
212.26239,55.425476,MATLAS-1762,240_291,1.0
212.09074,55.479626,MATLAS-1749,240_291,1.0
212.25769,55.468586,MATLAS-1760,240_291,0.958333333333333
211.70049,55.40228,MATLAS-1723,240_291,0.583333333333333
211.8882,55.556564,MATLAS-1736,240_291,1.0
211.57422,55.273632,140617+551624,240_291,1.0
212.19081,55.286774,1408458+551713,240_291,1.0
217.39026,56.523563,1429337+563125,240_293,1.0
217.05495,56.437202,MATLAS-1885,240_293,0.708333333333333
183.68282,49.02622,1214438+490134,241_278,0.708333333333333
207.73068,54.686382,dw1350p5441,241_289,0.0833333333333333
210.41855,55.01566,MATLAS-1691,241_290,0.291666666666667
210.25821,54.931988,140101+545555,241_290,0.833333333333333
212.55128,55.373085,141012+552223,241_291,1.0
212.34138,55.30411,MATLAS-1765,241_291,0.958333333333333
215.8693,56.232246,MATLAS-1865,241_292,1.0
233.6607,59.172592,153438+591021,241_298,0.875
142.86415,32.061172,093127+320339,242_244,0.791666666666667
142.94803,31.825108,0931476+314929,242_244,0.625
149.34763,36.051052,0957235+360304,242_252,0.333333333333333
153.76762,38.237083,1015042+381414,242_256,1.0
211.10382,55.10337,1404248+550613,242_290,1.0
210.70201,54.82185,MATLAS-1693,242_290,1.0
210.7637,54.786526,MATLAS-1696,242_290,0.833333333333333
210.76385,55.207718,MATLAS-1695,242_290,0.958333333333333
211.32657,54.8976,MATLAS-1708,242_290,0.333333333333333
210.98172,55.02935,MATLAS-1702,242_290,0.541666666666667
213.47557,55.267593,141354+551603,242_291,1.0
235.12044,58.96346,1540288+585752,242_298,1.0
234.53383,58.999916,153808+590000,242_298,1.0
146.424,33.862072,0945418+335146,243_248,0.833333333333333
168.56555,44.03064,1114157+440150,243_268,0.5
185.21819,48.86561,1220524+485156,243_278,0.666666666666667
201.85426,52.851814,1327250+525107,243_286,0.291666666666667
211.44467163085938,55.13315200805664,[MVA2014] DF 7,243_290,0.0
211.86801,55.083317,MATLAS-1734,243_290,0.791666666666667
212.03903,55.18559,MATLAS-1748,243_290,1.0
211.41208,55.13623,MATLAS-1712,243_290,1.0
212.19263,55.08357,140846+550459,243_290,0.958333333333333
211.86551,55.20464,MATLAS-1732,243_290,0.583333333333333
211.83781,55.063793,MATLAS-1730,243_290,0.791666666666667
211.70097,55.029865,140648+550147,243_290,0.791666666666667
212.23245,55.02201,140855+550119,243_290,1.0
211.7769,54.977547,MATLAS-1727,243_290,1.0
212.11024,54.908688,MATLAS-1750,243_290,0.75
212.12767,54.880085,140830+545248,243_290,1.0
211.89975,54.874577,140736+545227,243_290,1.0
212.2052,54.855995,140849+545121,243_290,0.958333333333333
211.81345,54.830723,140715+544950,243_290,1.0
211.91364,54.79462,140739+544740,243_290,0.75
211.81972,54.800728,140716+544802,243_290,0.75
211.72163,54.777267,MATLAS-1725,243_290,0.833333333333333
211.5375,55.224056,140609+551326,243_290,0.791666666666667
212.07979,55.191,[MVA2014] DF 6,243_290,0.0833333333333333
212.18222,55.167225,1408436+551001,243_290,0.583333333333333
214.08902,55.490234,1416213+552926,243_291,1.0
259.00543,61.88955,1716006+615327,243_304,0.0416666666666667
259.18042,61.85051,171643+615101,243_304,0.916666666666667
143.99748,31.911575,0935593+315443,244_244,0.583333333333333
185.80342,48.815445,1223128+484856,244_278,0.75
188.03435,49.64598,1232082+493846,244_279,0.75
200.52509,52.741108,1322063+524427,244_285,0.333333333333333
212.31972,55.034695,140916+550204,244_290,1.0
212.25871,54.86266,140902+545145,244_290,1.0
212.52794,54.802383,MATLAS-1771,244_290,1.0
212.5834,54.763683,MATLAS-1774,244_290,1.0
233.38019,58.520065,1533312+583113,244_297,0.583333333333333
259.387,61.85564,171732+615120,244_304,0.416666666666667
160.8182,40.70648,1043164+404224,245_261,0.875
196.78159,51.550896,1307075+513302,245_283,0.333333333333333
208.68892,53.902264,UGC8837,245_288,0.375
208.52989,53.78724,1354074+534712,245_288,0.25
210.70242,54.737087,MATLAS-1694,245_289,1.0
211.34155,54.26978,140521+541611,245_289,0.833333333333333
213.25703,55.187756,1413016+551117,245_290,1.0
169.31575,43.399925,1117156+432401,246_267,0.666666666666667
178.82619,46.316193,1155176+461858,246_273,0.875
197.54085,51.332752,1310098+511959,246_283,0.916666666666667
209.31111,54.101017,135714+540603,246_288,0.958333333333333
211.94415,54.25686,1407464+541525,246_289,1.0
211.55879,54.687473,140614+544115,246_289,1.0
212.15572,54.32526,1408374+541932,246_289,0.666666666666667
212.15788,54.537445,MATLAS-1753,246_289,0.75
211.3896,54.461742,MATLAS-1710,246_289,0.541666666666667
211.86598,54.623634,140727+543725,246_289,1.0
211.8901,54.71021,[MVA2014] DF 4,246_289,0.208333333333333
211.9779,54.703545,MATLAS-1746,246_289,0.958333333333333
211.92377,54.588634,1407417+543519,246_289,1.0
228.96152,57.7262,1515507+574335,246_295,0.666666666666667
145.8801,31.976648,094331+315836,247_244,0.791666666666667
145.88565,31.967602,094332+315803,247_244,1.0
145.80621,31.959358,094313+315733,247_244,0.708333333333333
145.82953,31.824198,094319+314926,247_244,1.0
146.30191,32.34833,0945124+322054,247_245,1.0
149.06427,34.069263,0956156+340409,247_248,0.375
161.51158,39.9938,1046027+395938,247_260,0.708333333333333
161.38275,40.143604,1045318+400837,247_260,0.666666666666667
210.39444,54.173985,1401346+541027,247_288,1.0
212.51865,54.4421,MATLAS-1770,247_289,0.916666666666667
212.28679,54.64448,MATLAS-1763,247_289,0.958333333333333
212.55408,54.446335,MATLAS-1773,247_289,1.0
212.61574,54.578854,MATLAS-1776,247_289,1.0
267.5591,62.662666,1750142+623946,247_305,0.541666666666667
145.43344,31.628742,094144+313743,248_243,1.0
146.23991,31.988575,0944576+315919,248_244,0.666666666666667
145.99728,32.118332,094359+320705,248_244,1.0
146.14458,31.899662,0944347+315400,248_244,0.208333333333333
146.0591,31.753866,094414+314513,248_244,1.0
148.08699,33.01218,0952209+330045,248_246,0.625
181.4736,46.895977,1205537+465345,248_274,0.916666666666667
183.52051,47.435665,121405+472608,248_275,1.0
188.9171,48.893383,1235400+485336,248_278,0.708333333333333
210.9365,53.94338,1403450+535638,248_288,0.916666666666667
221.42142,56.180077,1445411+561049,248_292,0.458333333333333
230.4966,57.30843,1521591+571832,248_295,0.958333333333333
251.58662,60.689873,1646207+604127,248_301,0.166666666666667
252.2157,60.69063,1648521+604129,248_301,0.0833333333333333
259.78275,61.60908,1719077+613633,248_303,0.666666666666667
259.64163,61.60336,1718340+613612,248_303,0.375
264.04697,62.209293,1736114+621234,248_304,0.833333333333333
268.03503,62.486675,1752083+622911,248_305,0.666666666666667
159.97118,39.129276,1039531+390746,249_258,0.833333333333333
169.00671,42.25969,1116015+421535,249_265,0.708333333333333
170.30884,42.877327,1121141+425239,249_266,0.875
178.9731,45.794643,1155535+454742,249_272,0.916666666666667
182.61162,46.746853,121026+464448,249_274,1.0
184.4597,47.409172,NGC4248,249_275,0.458333333333333
183.96399,47.547207,1215513+473253,249_275,0.458333333333333
185.7288,47.92839,122254+475542,249_276,0.958333333333333
189.96999,49.23369,1239528+491401,249_278,1.0
198.12737,51.177425,1312304+511037,249_282,0.375
211.67601,54.235714,140642+541408,249_288,1.0
223.06082,55.859043,1452145+555134,249_292,0.583333333333333
228.46982,56.90897,1513528+565433,249_294,1.0
234.77106,58.0107,1539051+580040,249_296,0.916666666666667
235.0819,58.184967,1540195+581105,249_296,1.0
234.81195,57.994007,1539149+575939,249_296,0.666666666666667
257.2261,60.921074,1708544+605517,249_302,0.833333333333333
175.29698,44.444565,1141113+442641,250_269,0.416666666666667
184.77492,47.730362,1219061+474349,250_275,0.458333333333333
185.1259,47.49053,dw1220p4729,250_275,0.0416666666666667
184.8886,47.451668,121933+472705,250_275,1.0
226.55011,56.48173,1506122+562856,250_293,0.833333333333333
226.58406,56.29912,MATLAS-2061,250_293,0.666666666666667
226.86621,56.267895,150727+561604,250_293,1.0
184.28879,47.063137,1217094+470350,251_274,1.0
185.94276,47.659103,122346+473932,251_275,1.0
201.75595,51.685844,1327013+514109,251_283,1.0
211.25569,53.662277,NGC5474,251_287,0.458333333333333
210.77214,53.61407,dw1403p5337,251_287,0.166666666666667
213.6453,54.241497,1414363+541439,251_288,0.0833333333333333
218.83073,55.07439,1435194+550428,251_290,0.541666666666667
227.02191,56.259254,1508052+561533,251_293,1.0
161.16005,38.37309,1044384+382225,252_257,0.916666666666667
182.76791,46.61109,121104+463639,252_273,1.0
184.54623,46.917274,LVJ1218+4655,252_274,0.875
184.78737,47.090008,121909+470523,252_274,0.708333333333333
184.89969,47.093094,1219359+470536,252_274,0.875
212.03639,53.595425,1408087+533546,252_287,0.708333333333333
211.7082,53.741558,1406499+534430,252_287,0.833333333333333
212.10417,53.491264,140824+532928,252_287,1.0
247.81715,59.619816,1631161+593710,252_299,0.875
147.69489,30.796942,0950467+304749,253_242,0.416666666666667
147.52567,30.982187,0950061+305856,253_242,0.958333333333333
147.79924,31.006693,0951118+310024,253_242,0.708333333333333
159.31728,37.343754,1037157+372036,253_255,0.583333333333333
165.46048,40.095905,1101503+400545,253_260,0.458333333333333
179.01292,44.79799,1156030+444755,253_270,0.583333333333333
178.91422,45.183205,1155394+451100,253_270,0.875
184.00977,46.732525,121602+464357,253_273,0.708333333333333
185.16754,47.000874,122040+470002,253_274,0.916666666666667
185.22806,46.829937,122054+464948,253_274,0.708333333333333
226.52496,55.957767,MATLAS-2053,253_292,0.291666666666667
225.94962,56.256153,MATLAS-1980,253_292,0.875
226.33334,56.11707,MATLAS-2018,253_292,0.333333333333333
226.38002,55.866894,1505306+555200,253_292,0.625
