known_id,ra,dec,tile,label
122728+304242,186.86987,30.712406,322_241,0.916666666666667
123208+313050,188.03596,31.514086,321_243,1
1242530+322721,190.72089,32.455475,322_245,1
124324+322855,190.85303,32.482323,322_245,1
1243447+323204,190.93628,32.534462,322_245,1
1247379+331359,191.90836,33.232624,322_246,0.958333333333333
1322065+362138,200.52722,36.360367,322_253,1
1256064+341402,194.0281,34.23414,322_248,0.0416666666666666
1425325+420856,216.38564,42.148804,322_264,0.875
1621134+485805,245.30579,48.96807,322_278,0.791666666666667
1228597+304421,187.24854,30.738688,323_241,0.916666666666667
1321003+360617,200.25148,36.10503,324_252,1
1228553+300223,187.2305,30.039759,324_240,0.958333333333333
1421342+413839,215.3927,41.644444,323_263,0.75
1242314+315809,190.6306,31.969164,323_244,1
122309+292059,185.79071,29.349644,323_239,1
1221085+292921,185.28583,29.489174,323_239,1
122120+294255,185.33415,29.715466,323_239,1
1230260+300221,187.60826,30.039011,325_240,1
NGC4656,190.99663,32.175117,324_244,1
1325322+362305,201.38383,36.384964,324_253,0.25
1325101+363132,201.29222,36.52532,324_253,0.958333333333333
1324545+363949,201.22717,36.663635,324_253,0.958333333333333
123316+302518,188.32014,30.42194,325_241,1
1248525+315813,192.21858,31.97035,326_244,1
1502472+435650,225.69696,43.947086,325_268,0.958333333333333
1254105+324332,193.54419,32.725693,326_245,0.875
1421459+405303,215.44157,40.884068,325_262,0.958333333333333
1653249+495205,253.35399,49.867813,326_280,0.958333333333333
1549501+463033,237.45903,46.508995,327_273,0.666666666666667
1234502+293314,188.7091,29.553762,328_239,0.916666666666667
1253078+320822,193.28238,32.139477,328_244,0.833333333333333
MATLAS-1864,215.85059,40.33739,328_261,1
MATLAS-1856,215.52159,40.3402,328_261,1
1620106+480610,245.04395,48.103374,328_276,0.833333333333333
1251336+314240,192.89043,31.711008,329_243,1
1319243+342228,199.85187,34.37401,329_249,0.75
1406345+390403,211.64381,39.067673,329_258,0.791666666666667
1413296+392212,213.37376,39.369804,329_259,0.916666666666667
1546267+454734,236.61151,45.793106,329_272,1
1447075+414734,221.78165,41.79287,330_264,1
1243440+295603,190.93369,29.934118,331_240,1
1242101+301346,190.54146,30.230005,330_240,0.375
MATLAS-1842,215.11081,39.786873,330_260,1
MATLAS-1845,215.2139,39.800125,330_260,1
MATLAS-1846,215.2208,39.868103,330_260,0.416666666666667
MATLAS-1849,215.26122,39.90975,330_260,0.75
MATLAS-1848,215.2284,39.914204,330_260,1
1312158+341900,198.06558,34.316288,326_249,0.791666666666667
1311146+341943,197.81052,34.32897,326_249,0.833333333333333
MATLAS-1827,214.78018,39.81421,329_260,1
MATLAS-1828,214.80765,39.841812,329_260,0.708333333333333
1419436+395819,214.9316,39.971703,329_260,0.958333333333333
MATLAS-1825,214.73964,40.188797,329_260,0.916666666666667
1308579+331207,197.2409,33.20172,331_246,0.916666666666667
1247281+301608,191.86696,30.269054,331_241,0.625
1325270+342227,201.3627,34.37338,332_249,0.75
1417328+392235,214.38652,39.376205,331_259,0.375
1417304+393250,214.37724,39.546753,331_259,1
141931+391603,214.87956,39.267666,332_259,0.875
MATLAS-1841,215.10605,39.64744,332_259,0.958333333333333
MATLAS-1850,215.29933,39.704884,332_259,1
1252024+301808,193.00774,30.301498,333_241,0.916666666666667
1329490+344609,202.45428,34.76899,332_250,0.666666666666667
1423467+393420,215.94464,39.57226,333_259,1
1747180+512954,266.82498,51.498135,332_283,1
1336020+345225,204.0081,34.873993,334_250,0.583333333333333
1334369+345323,203.65291,34.889824,334_250,0.875
1332365+344707,203.15233,34.7855,333_250,0.875
1719283+495253,259.86832,49.881104,334_280,1
1554532+451812,238.72198,45.30293,335_271,0.583333333333333
1559517+461200,239.9655,46.199924,333_272,0.916666666666667
1401578+370157,210.49115,37.03229,336_254,1
1309560+311623,197.48326,31.273127,337_243,0.541666666666667
1330324+343619,202.63474,34.605103,334_249,0.916666666666667
1329580+344455,202.49199,34.748386,334_249,0.75
1253570+291500,193.48773,29.249746,337_239,1
1749103+510815,267.29297,51.13751,336_282,1
1336260+342307,204.10835,34.38512,336_249,1
1321412+325145,200.42183,32.86253,336_246,0.541666666666667
1321442+330703,200.43413,33.117275,336_246,0.833333333333333
1320091+330714,200.03857,33.12067,336_246,0.583333333333333
1455410+412413,223.92102,41.403625,335_263,1
1453258+413848,223.35733,41.646675,335_263,0.833333333333333
1716443+491945,259.18466,49.32921,337_279,0.25
1327267+333612,201.86102,33.60315,337_247,0.75
1328359+333456,202.14961,33.58191,337_247,0.833333333333333
1323250+325252,200.85435,32.88115,337_246,1
1312222+312320,198.09264,31.389011,338_243,1
1313188+312453,198.32753,31.414528,338_243,1
1302581+300013,195.74225,30.0036,339_240,1
1301301+295120,195.3752,29.855516,338_240,0.75
1612527+460025,243.2193,46.00681,338_272,0.916666666666667
1807181+512749,271.82538,51.46369,338_283,0.416666666666667
1319446+315734,199.93645,31.959148,339_244,0.791666666666667
MATLAS-1551,206.04393,35.17178,338_250,0.583333333333333
1512591+415039,228.24614,41.84515,339_264,0.958333333333333
1346586+344646,206.74452,34.7795,339_250,0.875
1457259+410142,224.35808,41.028023,339_262,0.958333333333333
1533534+433404,233.47256,43.5677,339_267,0.916666666666667
1713220+490828,258.3419,49.14124,339_278,0.875
1528050+430513,232.02116,43.087387,339_266,0.875
1350067+350006,207.52899,35.001644,340_250,0.958333333333333
1330500+324456,202.7085,32.748764,340_246,1
151510+420334,228.79514,42.059532,340_264,1
1335177+334419,203.82373,33.73851,340_247,0.75
1322052+315902,200.52222,31.983377,340_244,0.625
1311545+303406,197.97678,30.568665,341_241,0.583333333333333
1538085+433945,234.53568,43.662403,340_267,1
1536528+433353,234.2205,43.564907,340_267,0.916666666666667
1719421+490520,259.925,49.088505,341_278,0.916666666666667
1333324+330548,203.38568,33.097015,341_246,1
1358121+354304,209.5504,35.7174,341_251,0.958333333333333
1305166+292352,196.3192,29.397894,342_239,0.583333333333333
1427400+374852,216.91676,37.81521,342_256,0.958333333333333
1428542+375105,217.22617,37.851295,342_256,0.375
1314235+303905,198.59808,30.651308,342_241,0.708333333333333
1336045+325812,204.01903,32.970127,342_246,0.958333333333333
MATLAS-1838,215.00504,36.769444,343_254,0.958333333333333
MATLAS-1818,214.59738,36.815357,343_254,1
MATLAS-1815,214.58078,36.86148,343_254,1
MATLAS-1839,215.0254,36.912727,343_254,0.958333333333333
1417455+370000,214.43983,36.99962,343_254,0.875
MATLAS-1831,214.86473,37.004505,343_254,1
1328551+320433,202.22948,32.075962,343_244,1
1531111+423630,232.79651,42.608177,343_265,1
141541+361612,213.9222,36.27016,344_253,1
1415304+361630,213.87698,36.27489,344_253,0.833333333333333
141600+361710,214.00272,36.286304,344_253,1
1416188+362331,214.07858,36.391834,344_253,0.916666666666667
141658+362713,214.24309,36.453644,344_253,1
141703+362923,214.26279,36.489933,344_253,1
141542+362632,213.9298,36.443764,344_253,0.875
1504561+403528,226.23279,40.591335,344_261,0.958333333333333
1332593+314825,203.2471,31.806887,345_244,0.916666666666667
1640084+461608,250.03548,46.268715,344_273,0.833333333333333
1401339+345802,210.39127,34.967255,345_250,0.958333333333333
1403335+351114,210.88972,35.187424,345_250,0.0416666666666666
1551233+431821,237.84729,43.30568,345_267,0.916666666666667
1336546+320542,204.22536,32.095512,346_244,0.791666666666667
MATLAS-1822,214.6599,36.261837,345_253,1
141727+361627,214.36266,36.274437,345_253,0.958333333333333
1417306+361740,214.37793,36.295105,345_253,0.875
MATLAS-1810,214.46906,36.30569,345_253,0.916666666666667
141803+362027,214.5147,36.341064,345_253,1
141914+362133,214.80942,36.35938,345_253,1
MATLAS-1821,214.65302,36.363506,345_253,0.916666666666667
MATLAS-1814,214.5519,36.372128,345_253,0.916666666666667
MATLAS-1808,214.38431,36.40832,345_253,0.916666666666667
141824+362529,214.60063,36.424873,345_253,1
1418561+362900,214.7348,36.481995,345_253,1
141924+363005,214.85199,36.501816,345_253,0.708333333333333
141715+363032,214.31546,36.50873,345_253,1
141756+363129,214.48386,36.52459,345_253,1
141824+363326,214.60333,36.557518,345_253,0.875
141902+363912,214.76111,36.65361,345_253,1
1418224+364120,214.5934,36.688984,345_253,1
MATLAS-1804,214.3236,36.692898,345_253,1
141820+364411,214.58403,36.737434,345_253,0.916666666666667
1345111+331130,206.29642,33.191128,346_246,1
1645179+461524,251.3245,46.25657,346_273,0.75
1404023+351443,211.00945,35.245182,346_250,0.375
LS-513579-159,208.48082,33.384987,348_247,0.875
152612+413951,231.5515,41.6649,347_263,1
1401354+342705,210.3976,34.451416,347_249,0.583333333333333
1402069+344422,210.52892,34.739582,347_249,0.708333333333333
141549+361324,213.95644,36.22365,346_252,1
141543+361318,213.93121,36.221886,346_252,1
MATLAS-1800,213.98949,36.236244,346_252,0.958333333333333
1415154+360856,213.8145,36.148743,346_252,0.916666666666667
MATLAS-1813,214.51755,36.18432,347_252,0.875
1418546+361123,214.72765,36.189667,347_252,0.875
141723+361157,214.34608,36.199284,347_252,1
MATLAS-1802,214.19423,35.953392,347_252,0.625
1546579+423550,236.74146,42.596848,349_265,0.833333333333333
LS-513578-3277,208.26584,33.59121,347_247,1
1700392+471455,255.16376,47.248665,348_274,0.958333333333333
1328467+295951,202.1946,29.997675,350_240,0.916666666666667
1338599+311615,204.74936,31.270973,349_243,0.833333333333333
1415571+351941,213.98651,35.327515,348_251,0.708333333333333
1414276+352818,213.61488,35.47155,348_251,0.291666666666667
1415403+353752,213.9186,35.63085,348_251,1
142057+353606,215.2414,35.601654,350_251,1
1347255+315545,206.85628,31.929379,351_244,0.875
1526572+410643,231.73755,41.11148,350_262,0.916666666666667
1421470+353825,215.44464,35.639977,351_251,0.166666666666667
1421228+345232,215.34456,34.87588,353_250,0.875
1422060+350340,215.52527,35.061176,353_250,0.458333333333333
142122+350936,215.343,35.160156,353_250,1
142152+351241,215.46786,35.211597,353_250,1
1550572+424030,237.73854,42.675056,351_265,0.833333333333333
1402448+323125,210.68478,32.52355,355_245,0.666666666666667
142444+345311,216.18636,34.886528,354_250,1
1424360+345329,216.14981,34.891514,354_250,1
142418+345548,216.07773,34.930275,354_250,1
142415+345627,216.06609,34.94101,354_250,0.958333333333333
1534071+410727,233.52924,41.12402,352_262,0.708333333333333
1649290+452908,252.37057,45.48544,354_271,0.875
1423354+344330,215.89769,34.724926,356_249,1
1342577+294932,205.7405,29.825584,356_240,0.75
1342047+295238,205.51927,29.877626,356_240,1
1341238+300635,205.3486,30.11002,356_240,0.708333333333333
1604545+423154,241.22748,42.531536,356_265,0.541666666666667
1612456+424741,243.18973,42.794773,356_266,0.833333333333333
1357427+314028,209.4281,31.674273,357_243,0.916666666666667
1347163+301851,206.81778,30.313774,356_241,0.5
1615332+425525,243.88803,42.92377,357_266,0.833333333333333
1537494+401556,234.45615,40.26529,357_261,0.375
1530291+394343,232.62173,39.728374,359_259,0.75
1753143+474445,268.31052,47.746304,359_276,0.416666666666667
1354208+311208,208.58786,31.201662,358_242,0.916666666666667
1638386+435621,249.66074,43.939365,359_268,0.916666666666667
1536485+394821,234.20267,39.806095,359_260,1
1526108+390435,231.5453,39.07651,360_258,0.791666666666667
1555448+411504,238.93652,41.250835,358_263,1
1427556+340556,216.98233,34.09889,360_248,0.875
1714308+453144,258.62778,45.529205,363_271,0.916666666666667
1535318+394009,233.88268,39.669155,361_259,1
MATLAS-1861,215.72191,32.761543,362_246,0.791666666666667
MATLAS-1863,215.8408,32.939686,362_246,0.75
MATLAS-1869,216.10683,32.994873,362_246,1
1424130+330142,216.05383,33.028034,362_246,0.875
1357392+302038,209.41351,30.343843,361_241,0.666666666666667
MATLAS-1873,216.29277,33.35507,361_247,1
MATLAS-1870,216.18726,33.652157,361_247,0.916666666666667
1359111+295938,209.79648,29.994003,363_240,0.541666666666667
1427317+332024,216.88242,33.34,362_247,0.75
1428462+330820,217.19249,33.138783,364_246,0.708333333333333
1429097+331038,217.29057,33.17733,364_246,0.958333333333333
MATLAS-1875,216.40866,32.824326,363_246,0.833333333333333
MATLAS-1871,216.19136,32.830334,363_246,1
MATLAS-1880,216.63501,33.20553,363_246,1
MATLAS-1879,216.59215,33.237965,363_246,1
1608193+405810,242.08049,40.969425,365_262,1
1606395+410929,241.66513,41.157917,365_262,1
1619213+421502,244.83917,42.250042,361_265,0.791666666666667
1451465+353541,222.93822,35.593987,363_251,0.208333333333333
1522505+380530,230.7104,38.091457,364_256,0.291666666666667
MATLAS-1926,221.26413,34.476746,365_249,0.958333333333333
MATLAS-1927,221.39761,34.55555,365_249,0.875
MATLAS-1929,221.62798,34.582405,365_249,0.25
1740073+462732,265.0302,46.45866,365_273,0.625
MATLAS-1928,221.40123,34.178776,367_248,1
1444262+332503,221.10959,33.41751,369_247,1
1450205+335104,222.58545,33.8514,369_248,0.875
1418194+314502,214.58153,31.750566,364_244,1
1516047+354751,229.01958,35.797504,371_252,0.416666666666667
1650579+424938,252.74126,42.826996,370_266,0.791666666666667
1640179+420534,250.07486,42.092472,372_264,0.5
1714209+433304,258.58746,43.55104,375_267,0.75
1429255+300352,217.35654,30.064394,376_240,0.833333333333333
1625313+405727,246.38063,40.957508,372_262,0.958333333333333
1440497+311836,220.20752,31.30978,376_243,0.833333333333333
1441326+313751,220.3864,31.630772,376_243,0.833333333333333
1732154+441849,263.06433,44.3141,375_269,1
1637212+411226,249.33871,41.206333,376_262,0.75
1626198+400549,246.58315,40.096493,378_260,0.791666666666667
1627557+410554,246.9823,41.097797,373_262,1
1514540+353433,228.72438,35.57659,372_251,1
1731144+432920,262.81015,43.48879,381_267,1
1429536+294741,217.47357,29.794535,377_240,0.791666666666667
1629161+395136,247.31697,39.85978,379_260,0.958333333333333
1629003+400314,247.25136,40.053947,379_260,0.875
1704087+415021,256.0364,41.839043,381_264,0.958333333333333
1754004+454409,268.50122,45.73598,376_271,0.0416666666666666
1458226+312605,224.59421,31.434816,383_243,0.25
1733045+433516,263.269,43.58797,382_267,0.916666666666667
1633596+393324,248.49841,39.55639,383_259,1
1628564+391658,247.2354,39.28274,382_259,0.416666666666667
1629552+393733,247.48,39.625828,382_259,0.958333333333333
1625001+390300,246.25055,39.050003,383_258,0.791666666666667
1624547+390400,246.22784,39.066505,383_258,0.958333333333333
1621509+382111,245.46202,38.35286,384_257,1
1626096+382057,246.5399,38.349133,386_257,0.833333333333333
1626206+383432,246.58583,38.575573,386_257,0.666666666666667
1615594+375653,243.99802,37.948,385_256,0.791666666666667
1619083+374753,244.78473,37.798008,386_256,0.875
1610058+364621,242.52466,36.772575,387_254,0.791666666666667
1713458+412835,258.4414,41.47632,387_263,0.791666666666667
1630440+385843,247.68338,38.978813,385_258,0.833333333333333
1631175+391148,247.82314,39.196938,385_258,0.791666666666667
1706267+405219,256.61075,40.872,387_262,0.875
1646183+394355,251.57631,39.731945,388_259,0.791666666666667
1455345+295300,223.89297,29.883726,388_240,0.708333333333333
1459552+295901,224.97995,29.983603,390_240,0.708333333333333
1717393+404757,259.41388,40.79912,392_262,1
1535347+333043,233.8943,33.511707,390_247,0.916666666666667
1633120+375135,248.30019,37.85971,391_256,0.666666666666667
1522113+323710,230.54701,32.619427,389_245,0.666666666666667
1812012+443633,273.00592,44.60948,389_269,0.333333333333333
1536056+321713,234.0235,32.286873,395_245,0.916666666666667
1730358+411552,262.64935,41.2642,393_263,0.791666666666667
1737486+420252,264.45248,42.0476,393_264,0.791666666666667
1524411+293745,231.17177,29.62875,402_239,0.5
1555241+334505,238.85019,33.75186,396_248,0.75
1614273+345125,243.61386,34.857147,399_250,0.916666666666667
1546407+320818,236.66957,32.138374,401_244,0.333333333333333
1617204+344143,244.33485,34.695152,403_249,0.791666666666667
1542483+314821,235.70096,31.805998,400_244,0.833333333333333
1631414+334930,247.92274,33.824932,411_248,0.958333333333333
1654473+363542,253.6977,36.595436,408_253,1
1716246+390244,259.10226,39.045692,403_258,0.916666666666667
1711302+380220,257.876,38.038425,406_256,0.708333333333333
1753589+405129,268.49597,40.8577,405_262,0.625
1751207+405637,267.83624,40.943665,404_262,1
1611119+320503,242.79958,32.083904,412_244,0.875
1612316+292448,243.13176,29.413313,423_239,0.208333333333333
1802299+373021,270.6252,37.506233,429_255,0.125
1723455+344529,260.93893,34.757385,430_249,0.791666666666667
1630344+325711,247.64313,32.952946,415_246,0.875
1755249+332656,268.85333,33.448734,448_247,0.958333333333333
1709190+313530,257.32935,31.59199,439_243,0.958333333333333
1739111+344335,264.7965,34.725838,436_249,0.791666666666667
1718138+341634,259.55753,34.27573,428_249,0.75
1756253+331055,269.10593,33.181576,451_246,1
1804050+362849,271.01996,36.482685,436_253,0.916666666666667
1734535+295917,263.72357,29.987934,457_240,0.666666666666667
1719307+321252,259.87817,32.21452,441_244,1
1716124+315103,259.05185,31.85089,439_244,0.25
1627011+320817,246.75453,32.13766,419_244,0.916666666666667
1707187+352405,256.8277,35.40151,418_251,0.791666666666667
1427541+791822,216.97614,79.30618,079_339,0.958333333333333
1321487+783028,200.45428,78.50799,080_337,0.666666666666667
071743+681336,109.43177,68.2266,082_316,1
1007078+750427,151.78276,75.075005,079_330,0.875
0846438+730048,131.6822,73.011734,077_326,0.541666666666667
0849319+730805,132.38374,73.13427,077_326,1
121145+764512,182.94046,76.75345,082_334,1
071749+681907,109.45475,68.318756,080_317,1
071724+681749,109.34987,68.297615,080_317,0.541666666666667
071754+682104,109.47554,68.35146,080_317,1
1307333+780532,196.88928,78.09199,082_336,0.833333333333333
0911370+690743,137.9055,69.12762,099_318,0.166666666666667
1327122+553047,201.79984,55.51412,229_291,1
MATLAS-1725,211.72163,54.777267,243_290,0.875
140716+544802,211.81972,54.800728,243_290,1
140739+544740,211.91364,54.79462,243_290,0.916666666666667
140715+544950,211.81345,54.830723,243_290,1
140849+545121,212.2052,54.855995,243_290,0.958333333333333
140736+545227,211.89975,54.874577,243_290,1
140830+545248,212.12767,54.880085,243_290,1
MATLAS-1750,212.11024,54.908688,243_290,0.583333333333333
MATLAS-1727,211.7769,54.977547,243_290,1
140855+550119,212.23245,55.02201,243_290,1
140648+550147,211.70097,55.029865,243_290,1
MATLAS-1730,211.83781,55.063793,243_290,0.916666666666667
MATLAS-1734,211.86801,55.083317,243_290,1
140846+550459,212.19263,55.08357,243_290,1
[MVA2014] DF 7,211.44467,55.133152,243_290,0.0416666666666666
MATLAS-1712,211.41208,55.13623,243_290,1
1408436+551001,212.18222,55.167225,243_290,0.875
MATLAS-1748,212.03903,55.18559,243_290,1
MATLAS-1732,211.86551,55.20464,243_290,0.583333333333333
140609+551326,211.5375,55.224056,243_290,1
[MVA2014] DF 6,212.07979,55.191,243_290,0.708333333333333
0712567+682155,108.237114,68.365135,079_317,0.125
122300+771439,185.75197,77.24432,084_334,1
1427478+785346,216.9482,78.895676,083_338,1
132836+464603,202.15071,46.767654,276_274,1
MATLAS-1544,202.6651,46.943928,276_274,1
MATLAS-1540,202.45886,47.00746,276_274,0.833333333333333
1328247+470355,202.10281,47.06538,276_274,0.875
1330321+470816,202.63419,47.13746,276_274,1
non_dwarf_1,205.11526,80.00582,071_340,0
non_dwarf_4,207.02603,60.067093,207_300,0
non_dwarf_5,254.85448,62.98179,231_306,0
non_dwarf_7,125.4178,66.393906,100_313,0
non_dwarf_8,125.541595,66.43114,100_313,0
non_dwarf_9,187.26443,74.47762,100_329,0
non_dwarf_14,187.3551,74.60673,100_329,0
non_dwarf_15,187.97603,74.66446,100_329,0
non_dwarf_23,189.05078,74.29001,101_329,0
non_dwarf_25,253.52542,78.70922,101_337,0
non_dwarf_27,191.80719,74.56268,102_329,0
non_dwarf_28,191.80534,74.623184,102_329,0
non_dwarf_29,190.6673,74.38975,102_329,0
non_dwarf_30,191.50664,74.59621,102_329,0
non_dwarf_31,191.15305,74.6667,102_329,0
non_dwarf_33,187.18275,74.05991,103_328,0
non_dwarf_34,187.43495,73.77952,103_328,0
non_dwarf_36,187.19453,74.01455,103_328,0
non_dwarf_37,187.73062,74.05022,103_328,0
non_dwarf_38,187.17924,74.131645,103_328,0
non_dwarf_39,186.88234,74.15766,103_328,0
non_dwarf_40,186.7225,74.21941,103_328,0
non_dwarf_41,186.98184,74.132324,103_328,0
non_dwarf_43,248.91035,78.07419,103_336,0
non_dwarf_44,248.23659,78.2147,103_336,0
non_dwarf_45,248.35173,77.98958,103_336,0
non_dwarf_46,248.41293,78.1439,103_336,0
non_dwarf_48,188.37973,74.03327,104_328,0
non_dwarf_51,188.51608,74.133224,104_328,0
non_dwarf_54,188.83542,74.06037,104_328,0
non_dwarf_55,200.29483,74.86352,104_330,0
non_dwarf_56,200.16214,74.88522,104_330,0
non_dwarf_57,200.59901,74.910095,104_330,0
non_dwarf_58,146.4839,68.83654,105_318,0
non_dwarf_59,157.39595,70.52911,105_321,0
non_dwarf_61,157.43643,70.609024,105_321,0
non_dwarf_64,189.8423,73.94575,105_328,0
non_dwarf_65,189.92548,73.98622,105_328,0
non_dwarf_66,190.7865,74.01539,105_328,0
non_dwarf_69,252.78043,77.99253,105_336,0
non_dwarf_70,180.83524,72.82829,106_326,0
non_dwarf_71,191.34787,73.990524,106_328,0
non_dwarf_72,126.99794,64.788246,107_310,0
non_dwarf_73,126.7684,64.806564,107_310,0
non_dwarf_78,106.25668,59.288094,108_299,0
non_dwarf_79,106.58166,59.326294,108_299,0
non_dwarf_83,157.16,70.21119,108_320,0
non_dwarf_85,149.22453,68.52861,109_317,0
non_dwarf_86,149.33035,68.600586,109_317,0
non_dwarf_87,149.09308,68.65426,109_317,0
non_dwarf_89,191.03702,73.44979,109_327,0
non_dwarf_90,153.71518,68.75241,110_318,0
non_dwarf_91,153.87222,69.070984,110_318,0
non_dwarf_92,153.69543,68.796906,110_318,0
non_dwarf_94,160.35579,70.19087,110_320,0
non_dwarf_96,160.5019,70.10446,110_320,0
non_dwarf_97,160.29007,70.125275,110_320,0
non_dwarf_98,160.22893,70.13967,110_320,0
non_dwarf_99,160.47078,70.0752,110_320,0
non_dwarf_100,160.46309,70.220436,110_320,0
non_dwarf_101,151.6907,68.37222,111_317,0
non_dwarf_102,150.91264,68.705734,111_317,0
non_dwarf_104,151.32674,68.26097,111_317,0
non_dwarf_105,151.83495,68.27047,111_317,0
non_dwarf_106,152.06169,68.28002,111_317,0
non_dwarf_107,151.76424,68.42992,111_317,0
non_dwarf_109,127.52699,63.74796,112_308,0
non_dwarf_112,197.76483,73.58465,112_327,0
non_dwarf_113,108.08994,58.743755,113_297,0
non_dwarf_115,192.97487,73.14918,113_326,0
non_dwarf_119,109.28572,58.57988,114_297,0
non_dwarf_120,108.8205,58.5316,114_297,0
non_dwarf_122,128.15924,63.48535,114_307,0
non_dwarf_124,128.04749,63.371037,114_307,0
non_dwarf_127,127.74588,63.44731,114_307,0
non_dwarf_128,157.19397,68.41779,115_317,0
non_dwarf_129,157.14563,68.42055,115_317,0
non_dwarf_130,157.16096,68.43383,115_317,0
non_dwarf_131,111.13251,58.242653,116_297,0
non_dwarf_132,110.95504,58.24805,116_297,0
non_dwarf_133,110.705284,58.264793,116_297,0
non_dwarf_135,110.65843,57.924477,117_296,0
non_dwarf_136,110.69388,58.01769,117_296,0
non_dwarf_137,110.57065,58.243046,117_296,0
non_dwarf_138,110.573364,57.761715,117_296,0
non_dwarf_140,110.164246,58.106335,117_296,0
non_dwarf_141,110.84554,58.159306,117_296,0
non_dwarf_142,119.28138,60.359367,117_301,0
non_dwarf_144,119.17028,60.388885,117_301,0
non_dwarf_146,119.2197,60.332153,117_301,0
non_dwarf_147,119.25101,60.382507,117_301,0
non_dwarf_148,119.2369,60.387672,117_301,0
non_dwarf_149,108.622375,57.118584,118_294,0
non_dwarf_150,111.09994,58.0883,118_296,0
non_dwarf_152,111.58031,58.210747,118_296,0
non_dwarf_153,110.93525,57.99846,118_296,0
non_dwarf_156,119.806725,60.307846,118_301,0
non_dwarf_158,191.58394,72.08243,118_324,0
non_dwarf_161,109.39447,56.876995,119_294,0
non_dwarf_163,110.80552,57.686043,119_295,0
non_dwarf_165,110.99095,57.509167,119_295,0
non_dwarf_167,110.81113,57.64109,119_295,0
non_dwarf_169,110.994316,57.7528,119_295,0
non_dwarf_170,111.012985,57.538113,119_295,0
non_dwarf_172,111.59655,57.524677,120_295,0
non_dwarf_173,156.71422,67.75014,120_315,0
non_dwarf_175,180.21082,70.75444,120_321,0
non_dwarf_176,180.45663,70.542206,120_321,0
non_dwarf_177,179.99911,70.754,120_321,0
non_dwarf_178,184.28009,70.80285,120_322,0
non_dwarf_179,184.8879,70.754654,120_322,0
non_dwarf_182,151.41595,66.48926,121_313,0
non_dwarf_187,193.0527,71.55558,122_323,0
non_dwarf_191,184.88829,70.75468,123_321,0
non_dwarf_192,188.5164,70.83609,123_322,0
non_dwarf_193,188.91032,70.807014,123_322,0
non_dwarf_194,189.24722,70.752975,123_322,0
non_dwarf_196,222.34563,73.75203,123_328,0
non_dwarf_197,158.43439,67.19425,124_314,0
non_dwarf_198,158.29974,67.204636,124_314,0
non_dwarf_199,158.08458,67.208305,124_314,0
non_dwarf_200,119.594986,58.35924,125_297,0
non_dwarf_201,119.729065,58.465935,125_297,0
non_dwarf_203,153.41829,65.27475,127_311,0
non_dwarf_204,153.51218,65.43491,127_311,0
non_dwarf_205,153.70486,65.26948,127_311,0
non_dwarf_206,153.47552,65.42665,127_311,0
non_dwarf_207,261.88446,75.9038,127_332,0
non_dwarf_208,261.62146,75.77474,127_332,0
non_dwarf_209,262.4702,75.87828,127_332,0
non_dwarf_212,154.87947,65.70049,128_311,0
non_dwarf_213,183.26895,69.742805,128_319,0
non_dwarf_214,124.70828,58.257126,130_297,0
non_dwarf_215,124.669014,58.264233,130_297,0
non_dwarf_218,124.68161,58.368153,130_297,0
non_dwarf_219,121.97421,57.39433,131_295,0
non_dwarf_220,121.94741,57.410175,131_295,0
non_dwarf_222,123.28796,58.081074,131_296,0
non_dwarf_223,123.13838,58.114063,131_296,0
non_dwarf_225,125.22919,58.276886,131_297,0
non_dwarf_226,125.29233,58.30249,131_297,0
non_dwarf_234,124.83354,57.745415,132_296,0
non_dwarf_236,125.003944,57.901787,132_296,0
non_dwarf_237,125.00623,57.96391,132_296,0
non_dwarf_239,124.17688,58.047546,132_296,0
non_dwarf_240,124.06175,58.07389,132_296,0
non_dwarf_241,124.89962,58.09179,132_296,0
non_dwarf_242,124.40447,57.80165,132_296,0
non_dwarf_248,247.17796,74.33398,132_329,0
non_dwarf_251,124.16169,57.35681,133_295,0
non_dwarf_252,123.90942,57.25059,133_295,0
non_dwarf_256,190.41135,69.42047,133_319,0
non_dwarf_257,190.2535,69.45984,133_319,0
non_dwarf_258,124.58363,57.250835,134_295,0
non_dwarf_259,124.801384,57.29242,134_295,0
non_dwarf_261,124.684784,57.267925,134_295,0
non_dwarf_262,124.74261,57.434757,134_295,0
non_dwarf_263,158.1094,65.03348,134_310,0
non_dwarf_264,158.16614,65.06781,134_310,0
non_dwarf_265,157.95099,65.060875,134_310,0
non_dwarf_269,182.99248,68.64713,134_317,0
non_dwarf_270,183.32182,68.64441,134_317,0
non_dwarf_272,182.23494,68.66779,134_317,0
non_dwarf_275,216.01617,72.15094,134_324,0
non_dwarf_276,216.8233,72.25064,134_324,0
non_dwarf_277,217.30682,72.131226,134_324,0
non_dwarf_278,217.15544,72.25701,134_324,0
non_dwarf_281,228.48749,72.96811,134_326,0
non_dwarf_284,251.2144,74.65476,134_329,0
non_dwarf_286,250.24568,74.59577,134_329,0
non_dwarf_287,250.13045,74.59675,134_329,0
non_dwarf_288,251.22214,74.62632,134_329,0
non_dwarf_290,125.55668,57.359623,135_295,0
non_dwarf_291,125.53778,57.445538,135_295,0
non_dwarf_294,122.8227,56.405136,136_293,0
non_dwarf_295,122.99793,56.32966,136_293,0
